month,day,height,input,contain,empty,output,sea,cdb,jsb,hgb,hjb,dgb,jgb,sjd
5,16,24.89,64,207.44,36.56,164,260,313.7,303.2,305,284.3,0,0,1
5,16,24.9,388,207.8,36.2,388,79,294.7,289.2,292,280.3,0,0,1
5,16,24.92,388,208.52,35.48,388,196,295.7,288.2,290,274.3,0,0,1
5,16,24.92,388,208.52,35.48,388,267,296.7,287.2,290,275.3,0,0,1
5,16,24.9,189,207.8,36.2,388,658,296.7,291.2,293,276.3,0,0,1
5,16,24.9,190,207.8,36.2,389,657,294.7,291.2,293,277.3,0,0,1
5,16,24.9,190,207.8,36.2,389,614,294.7,290.2,292,298.3,0,0,1
5,16,24.94,388,209.24,34.76,388,144,336.7,330.2,332,315.3,0,0,1
5,16,24.95,480,209.6,34.4,380,196,334.7,327.2,328,311.3,0,0,1
5,16,25.02,587,212.14,31.86,386,540,329.7,322.2,323,307.3,0,0,1
5,17,25.32,935,223.2,20.8,1455,446,359.7,345.2,346,328.3,0,0,1
5,17,25.32,1241,223.2,20.8,1449,388,389.7,369.2,365,313.3,0,0,1
5,20,25.04,452,212.86,31.14,452,396,293.7,286.2,288,272.3,0,0,1
5,21,25.04,452,212.86,31.14,452,352,293.7,286.2,288,272.3,0,0,1
5,21,25.03,350,212.5,31.5,451,266,293.7,286.2,288,272.3,0,0,1
5,21,25.03,350,212.5,31.5,451,226,292.7,286.2,288,273.3,0,0,1
5,21,25.03,451,212.5,31.5,451,198,293.7,286.2,288,273.3,0,0,1
5,21,25.03,451,212.5,31.5,451,149,294.7,287.2,288,273.3,0,0,1
5,21,25.03,451,212.5,31.5,451,103,294.7,288.2,289,274.3,0,0,1
5,21,25.04,452,212.86,31.14,452,428,295.7,289.2,290,278.3,0,0,1
5,27,24.95,396,209.6,34.4,296,205,362.7,355.2,356,333.3,0,0,1
5,28,24.9,435,207.8,36.2,435,674,310.7,305.2,307,292.3,0,0,1
5,28,24.9,512,207.8,36.2,512,752,306.7,302.2,304,292.3,0,0,1
5,28,24.89,485,207.44,36.56,585,721,307.7,301.2,302,339.3,0,0,1
5,30,24.81,466,204.47,39.53,577,563,322.7,312.2,313,295.3,0,0,1
5,31,24.78,469,203.27,40.73,580,293,362.7,344.2,340,310.3,0,0,1
5,31,24.87,578,206.73,37.27,380,383,408.7,394.2,390,350.3,0,0,1
6,3,24.87,417,206.73,37.27,417,505,296.7,289.2,289,274.3,0,0,1
6,3,24.87,417,206.73,37.27,417,446,295.7,289.2,291,282.3,0,0,1
6,3,24.87,417,206.73,37.27,417,401,296.7,294.2,298,281.3,0,0,1
6,3,24.88,513,207.08,36.92,414,340,311.7,298.2,297,278.3,0,0,1
6,3,24.9,540,207.8,36.2,540,160,303.7,295.2,297,282.3,0,0,1
6,3,24.9,543,207.8,36.2,543,150,302.7,295.2,297,282.3,0,0,1
6,3,24.92,742,208.52,35.48,543,165,306.7,296.2,298,281.3,0,0,1
6,3,24.9,543,207.8,36.2,543,332,309.7,300.2,302,288.3,0,0,1
6,11,24.8,0,204.07,39.93,212,125,313.7,305.2,306,291.3,0,0,1
6,11,24.8,97,204.07,39.93,208,224,300.7,295.2,298,284.3,0,0,1
6,15,24.88,528,207.08,36.92,429,146,307.7,298.2,301,282.3,0,0,1
6,15,24.75,427,202.08,41.92,427,489,340.7,325.2,334,328.3,0,0,1
6,18,24.88,369,207.08,36.92,270,110,284.7,279.2,281,265.3,0,0,1
6,18,24.86,154,206.37,37.63,352,179,282.7,277.2,279,264.3,0,0,1
6,18,24.89,153,207.08,36.92,352,451,281.7,275.2,277,262.3,0,0,1
6,18,24.93,435,208.88,35.12,435,574,282.7,275.2,277,263.3,0,0,1
6,27,25.03,449,212.5,31.5,348,617,305.7,298.2,299,283.3,0,0,1
6,30,24.95,414,209.6,34.4,414,438,360.7,352.2,351,320.3,0,0,1
6,30,24.94,314,209.24,34.76,414,407,372.7,361.2,359,310.3,0,0,1
6,30,24.94,314,209.24,34.76,414,392,373.7,363.2,359,308.3,0,0,1
7,3,24.9,736,207.8,36.2,736,270,280.7,278.2,281,264.3,0,0,1
7,3,24.89,478,207.44,36.56,776,260,280.7,277.2,280,265.3,0,0,1
7,3,24.84,788,205.65,38.35,788,348,339.7,328.2,330,312.3,0,0,1
7,3,24.84,788,205.65,38.35,788,393,343.7,331.2,332,315.3,0,0,1
7,4,24.87,1014,206.73,37.27,816,529,352.7,340.2,341,323.3,0,0,1
7,4,24.92,1011,208.52,35.48,812,420,356.7,343.2,344,326.3,0,0,1
7,4,24.93,1111,208.88,35.12,812,386,356.7,345.2,346,325.3,0,0,1
7,4,24.95,912,209.6,34.4,812,304,356.7,344.2,345,324.3,0,0,1
7,4,24.97,1012,210.32,33.68,812,262,355.7,343.2,344,324.3,0,0,1
7,4,24.98,1110,210.68,33.32,808,233,354.7,343.2,343,324.3,0,0,1
7,4,25,1110,211.41,32.59,808,,354.7,342.2,343,322.3,0,0,1
7,4,25.28,1868,221.7,22.3,1661,466,342.7,329.2,330,311.3,0,0,1
7,7,24.95,677,209.6,34.4,677,100,311.7,300.2,301,286.3,0,0,1
7,7,24.96,777,209.96,34.04,677,102,312.7,302.2,303,288.3,0,0,1
7,8,24.96,784,209.96,34.04,684,145,314.7,303.2,304,289.3,0,0,1
7,8,24.95,641,209.6,34.4,741,183,315.7,304.2,305,290.3,0,0,1
7,8,24.93,752,208.88,35.12,752,263,347.7,338.2,340,322.3,0,0,1
7,10,24.84,758,205.65,38.35,536,637,326.7,316.2,318,324.3,0,0,1
7,11,24.82,746,204.87,39.13,746,686,323.7,314.2,315,298.3,0,0,1
7,15,24.94,438,209.24,34.76,238,166,327.7,320.2,321,298.3,0,0,1
7,19,24.87,701,206.73,37.27,145,441,274.7,270.2,272,264.3,0,0,1
7,19,24.89,330,207.44,36.56,132,347,290.7,281.2,285,262.3,0,0,1
7,19,24.89,330,207.44,36.56,132,334,295.7,285.2,285,262.3,0,0,1
7,31,25.05,263,213.23,30.77,162,139,294.7,289.2,291,277.3,0,0,1
8,1,24.92,539,208.52,35.48,340,193,290.7,284.2,286,271.3,0,0,1
8,1,24.88,133,207.08,36.92,332,227,289.7,284.2,285,269.3,0,0,1
8,1,24.87,33,206.73,37.27,332,242,289.7,284.2,284,270.3,0,0,1
8,1,24.87,0,206.73,37.27,332,274,288.7,283.2,285,270.3,0,0,1
8,1,24.87,27,206.73,37.27,326,306,287.7,283.2,284,269.3,0,0,1
8,1,24.87,326,206.73,37.27,326,338,287.7,283.2,284,270.3,0,0,1
8,1,24.87,332,206.73,37.27,332,386,288.7,283.2,284,270.3,0,0,1
8,1,24.87,326,206.73,37.27,326,435,288.7,283.2,284,269.3,0,0,1
8,1,24.84,28,205.65,38.35,326,505,287.7,282.2,284,269.3,0,0,1
8,2,24.82,384,205.27,38.73,272,527,286.7,282.2,284,269.3,0,0,1
8,2,24.81,701,204.47,39.53,368,240,286.7,282.2,283,266.3,0,0,1
8,12,24.96,358,209.96,34.04,158,319,309.7,303.2,306,289.3,0,0,1
8,16,24.84,72,205.65,38.35,171,360,280.7,276.2,277,265.3,0,0,1
8,19,24.93,424,208.88,35.12,125,167,279.7,274.2,275,262.3,0,0,1
8,21,24.76,335,202.47,41.53,335,521,337.7,328.2,328,336.3,0,0,1
8,23,24.71,208,200.49,43.51,318,268,358.7,354.2,356,343.3,0,0,1
8,23,24.7,529,200.1,43.9,420,468,302.7,297.2,299,286.3,0,0,1
8,23,24.64,407,197.74,46.26,732,657,301.7,295.2,297,284.3,0,0,1
8,23,24.62,509,196.96,47.04,725,586,308.7,298.2,299,314.3,0,0,1
8,24,24.61,350,196.57,47.43,134,737,297.7,292.2,294,281.3,0,0,1
8,24,24.64,241,197.74,46.26,133,415,432.7,418.2,413,359.3,0,0,1
8,24,24.75,468,202.08,41.92,139,386,312.7,307.2,308,295.3,0,0,1
8,25,24.92,613,208.52,35.48,414,101,324.7,317.2,318,305.3,0,0,1
8,27,24.87,352,206.73,37.27,352,200,324.7,318.2,318,302.3,0,0,1
8,31,24.77,603,202.87,41.13,603,395,284.7,277.2,279,265.3,0,0,1
8,31,24.77,603,202.87,41.13,603,384,283.7,277.2,279,265.3,0,0,1
8,31,24.62,661,196.96,47.04,769,376,359.7,346.2,346,319.3,0,0,1
9,6,24.9,297,207.8,36.2,696,408,353.7,338.2,338,319.3,0,0,1
9,6,24.89,398,207.44,36.56,696,358,367.7,356.2,355,305.3,0,0,1
9,7,24.84,580,205.65,38.35,679,140,341.7,331.2,332,314.3,0,0,1
9,7,24.85,438,206.01,37.99,339,94,336.7,328.2,329,313.3,0,0,1
9,7,24.8,10,204.07,39.93,344,204,322.7,317.2,320,307.3,0,0,1
9,7,24.79,337,203.67,40.33,337,587,357.7,352.2,363,369.3,0,0,1
9,7,24.78,337,203.27,40.73,337,535,397.7,394.2,395,378.3,0,0,1
9,7,24.78,337,203.27,40.73,337,516,410.7,403.2,405,380.3,0,0,1
9,7,24.78,231,203.27,40.73,231,328,452.7,392.2,393,366.3,0,0,1
9,7,24.8,441,204.07,39.93,219,264,373.7,367.2,368,349.3,0,0,1
9,7,24.81,481,204.47,39.53,370,201,353.7,346.2,347,326.3,0,0,1
9,7,24.81,481,204.47,39.53,481,154,337.7,331.2,332,313.3,0,0,1
9,7,24.82,636,204.87,39.13,636,242,317.7,309.2,309,291.3,0,0,1
9,7,24.8,640,204.07,39.93,640,562,316.7,307.2,309,324.3,0,0,1
9,7,24.79,522,203.67,40.33,633,355,400.7,387.2,382,320.3,0,0,1
9,7,24.79,633,203.67,40.33,633,284,374.7,360.2,360,343.3,0,0,1
9,7,24.79,633,203.67,40.33,633,259,362.7,356.2,359,342.3,0,0,1
9,7,24.79,633,203.67,40.33,633,224,360.7,352.2,354,337.3,0,0,1
9,8,24.79,325,203.67,40.33,436,97,339.7,331.2,333,315.3,0,0,1
9,21,24.98,272,210.68,33.32,272,112,304.7,301.2,304,290.3,0,0,1
9,21,24.97,171,210.32,33.68,272,384,300.7,296.2,298,287.3,0,0,1
9,21,24.98,368,210.68,33.32,368,582,362.7,352.2,362,368.3,0,0,1
9,21,24.87,507,206.73,37.27,507,259,369.7,366.2,369,352.3,0,0,1
9,22,24.86,590,206.37,37.63,590,148,363.7,355.2,356,336.3,0,0,1
9,28,24.8,344,204.07,39.93,344,412,301.7,293.2,294,280.3,0,0,1
9,29,24.82,453,204.87,39.13,342,410,295.7,296.2,301,285.3,0,0,1
9,29,24.84,564,205.65,38.35,342,221,288.7,284.2,286,273.3,0,0,1
9,29,24.86,441,206.37,37.63,342,484,292.7,283.2,285,271.3,0,0,1
9,29,24.82,0,204.87,39.13,335,298,292.7,284.2,286,271.3,0,0,1
10,4,24.97,340,210.32,33.68,340,512,291.7,279.2,285,288.3,0,0,1
10,6,24.96,438,209.96,34.04,338,315,373.7,358.2,362,337.3,0,0,1
10,7,24.9,0,207.8,36.2,258,598,315.7,324.2,342,355.3,0,0,1
10,8,24.9,353,207.8,36.2,154,168,338.7,328.2,332,314.3,0,0,1
10,8,24.95,252,209.6,34.4,152,288,300.7,295.2,300,287.3,0,0,1
10,10,25.13,246,216.15,27.85,144,252,340.7,332.2,339,327.3,0,0,1
10,10,25.14,246,216.52,27.48,144,218,333.7,326.2,330,317.3,0,0,1
10,10,25.19,348,218.36,25.64,143,92,304.7,296.2,301,287.3,0,0,1
10,10,25.2,362,218.73,25.27,362,387,295.7,286.2,290,273.3,0,0,1
10,11,25.1,65,215.05,28.95,268,327,387.7,371.2,375,350.3,0,0,1
10,18,24.95,165,209.6,34.4,165,,334.7,316.2,315,292.3,0,0,1
10,18,24.95,165,209.6,34.4,165,,312.7,304.2,310,299.3,0,0,1
10,18,24.95,165,209.6,34.4,165,,302.7,301.2,310,300.3,0,0,1
10,18,24.95,164,209.6,34.4,164,,300.7,292.2,297,284.3,0,0,1
10,19,24.95,158,209.6,34.4,158,,300.7,290.2,296,285.3,0,0,1
10,19,24.95,171,209.6,34.4,171,,290.7,282.2,288,275.3,0,0,1
10,31,25.06,56,213.59,30.41,157,,270.7,258.2,266,251.3,0,0,1
8,10,25.04,371,212.86,31.14,169,226,338.7,331.2,332,316.3,0,14,0
7,29,25.12,174,215.79,28.21,174,191,293.7,292.2,294,278.3,0,11,0
8,10,25.03,371,212.5,31.5,169,237,339.7,334.2,335,320.3,0,11,0
7,31,25.04,162,212.86,31.14,162,270,301.7,299.2,303,291.3,0,7,0
8,10,25.04,371,212.86,31.14,169,214,336.7,329.2,329,312.3,0,7,0
6,15,24.81,0,204.47,39.53,424,81,302.7,296.2,298,284.3,0,6,0
8,21,24.8,525,204.07,39.93,525,233,335.7,317.2,314,297.3,8,5,0
7,15,24.94,329,209.24,34.76,232,,317.7,313.2,315,297.3,0,5,0
5,31,24.79,579,203.67,40.33,579,306,368.7,348.2,344,306.3,1,4,0
8,21,24.82,522,204.87,39.13,522,186,316.7,312.2,312,296.3,1,4,0
8,21,24.8,525,204.07,39.93,525,205,320.7,316.2,315,293.3,1,4,0
6,15,24.83,0,205.27,38.73,424,93,303.7,297.2,299,283.3,0,4,0
8,24,24.63,241,197.35,46.65,133,523,391.7,387.2,388,372.3,0,4,0
8,21,24.82,568,204.87,39.13,457,204,321.7,315.2,315,299.3,2,3,0
8,20,24.94,235,209.24,34.76,435,92,284.7,276.2,276,262.3,1,3,0
8,21,24.81,6,204.47,39.53,340,293,332.7,333.2,336,322.3,1,3,0
8,21,24.8,525,204.07,39.93,525,221,329.7,317.2,316,294.3,1,3,0
5,31,24.79,579,203.67,40.33,579,232,341.7,333.2,337,323.3,0,3,0
7,15,24.93,358,208.88,35.12,258,156,324.7,318.2,319,298.3,0,3,0
8,12,24.93,0,208.88,35.12,158,398,305.7,302.2,303,288.3,0,3,0
8,21,24.8,303,204.07,39.93,525,154,313.7,306.2,307,293.3,0,3,0
8,21,24.8,303,204.07,39.93,525,158,315.7,306.2,307,294.3,3,2,0
8,31,24.7,608,200.1,43.9,828,134,327.7,316.2,317,300.3,2,2,0
8,31,24.62,769,196.96,47.04,769,447,355.7,342.2,342,319.3,2,2,0
5,16,25.01,688,211.77,32.23,386,528,329.7,322.2,323,307.3,1,2,0
5,31,24.8,688,204.07,39.93,577,209,341.7,333.2,336,322.3,1,2,0
8,21,24.81,229,204.47,39.53,340,281,329.7,329.2,332,320.3,1,2,0
8,21,24.81,229,204.47,39.53,340,269,328.7,325.2,328,318.3,1,2,0
8,21,24.82,340,204.87,39.13,340,257,327.7,323.2,326,314.3,1,2,0
8,31,24.68,597,199.31,44.69,815,118,344.7,331.2,331,312.3,1,2,0
5,15,24.88,263,207.08,36.92,164,476,297.7,292.2,293,286.3,0,2,0
5,16,24.9,389,207.8,36.2,389,571,297.7,290.2,305,314.3,0,2,0
5,16,24.92,581,208.52,35.48,382,428,376.7,366.2,365,326.3,0,2,0
5,30,24.79,579,203.67,40.33,579,363,357.7,344.2,342,310.3,0,2,0
6,3,24.89,513,207.44,36.56,414,274,301.7,295.2,297,281.3,0,2,0
6,11,24.82,216,204.87,39.13,438,143,315.7,307.2,308,290.3,0,2,0
6,15,24.86,325,206.37,37.63,424,109,306.7,298.2,299,282.3,0,2,0
6,15,24.8,0,204.07,39.93,432,80,302.7,295.2,297,282.3,0,2,0
6,29,25.06,381,213.59,30.41,280,333,373.7,360.2,360,338.3,0,2,0
7,3,24.85,590,206.01,37.99,788,142,311.7,301.2,304,287.3,0,2,0
7,4,24.89,1007,207.44,36.56,809,509,355.7,342.2,343,323.3,0,2,0
7,8,25.05,1247,213.23,30.77,744,537,328.7,314.2,315,296.3,0,2,0
7,15,24.94,463,209.24,34.76,263,148,322.7,316.2,318,298.3,0,2,0
7,15,24.94,430,209.24,34.76,376,123,312.7,309.2,311,295.3,0,2,0
7,29,25.12,174,215.79,28.21,174,175,294.7,292.2,294,280.3,0,2,0
8,10,25.03,471,212.5,31.5,169,248,340.7,337.2,339,325.3,0,2,0
8,20,25.01,124,211.77,32.23,124,616,264.7,262.2,261,247.3,0,2,0
8,21,24.81,303,204.07,39.93,525,157,313.7,308.2,309,291.3,0,2,0
8,21,24.79,306,203.67,40.33,528,242,338.7,323.2,321,299.3,0,2,0
8,26,24.93,845,208.88,35.12,543,149,328.7,320.2,321,303.3,0,2,0
9,7,24.78,226,203.27,40.73,337,498,420.7,413.2,413,378.3,0,2,0
9,21,24.98,272,210.68,33.32,272,184,310.7,301.2,302,286.3,0,2,0
9,21,24.97,272,210.32,33.68,272,562,301.7,296.2,298,283.3,0,2,0
9,29,24.84,564,205.65,38.35,342,235,289.7,284.2,286,272.3,0,2,0
10,27,24.98,0,210.68,33.32,170,,283.7,276.2,282,272.3,0,2,0
7,4,25.28,1765,221.7,22.3,1661,451,349.7,329.2,331,310.3,24,1,0
5,28,24.9,435,207.8,36.2,435,756,307.7,302.2,304,290.3,2,1,0
5,30,24.81,466,204.47,39.53,577,557,322.7,312.2,312,295.3,2,1,0
5,30,24.79,355,203.67,40.33,577,459,317.7,309.2,317,319.3,2,1,0
8,21,24.81,0,204.47,39.53,340,306,338.7,336.2,339,323.3,2,1,0
8,21,24.84,674,205.65,38.35,340,224,323.7,319.2,320,306.3,2,1,0
8,21,24.84,674,205.65,38.35,340,213,322.7,317.2,318,302.3,2,1,0
8,21,24.81,191,204.47,39.53,525,170,313.7,308.2,310,294.3,2,1,0
5,4,24.92,280,208.52,35.48,380,358,305.7,295.2,293,265.3,1,1,0
5,4,24.82,260,204.87,39.13,260,379,294.7,286.2,287,272.3,1,1,0
5,16,24.9,189,207.8,36.2,388,88,296.7,291.2,293,278.3,1,1,0
5,16,24.92,587,208.52,35.48,388,167,295.7,288.2,290,275.3,1,1,0
5,16,24.92,587,208.52,35.48,388,288,347.7,345.2,349,334.3,1,1,0
5,16,24.93,488,208.88,35.12,388,243,347.7,341.2,342,329.3,1,1,0
5,16,24.94,482,209.24,34.76,382,182,343.7,336.2,337,317.3,1,1,0
5,21,25.03,451,212.5,31.5,451,341,293.7,286.2,288,272.3,1,1,0
5,27,24.9,396,207.8,36.2,296,730,294.7,288.2,295,340.3,1,1,0
5,28,24.9,435,207.8,36.2,435,708,308.7,304.2,306,292.3,1,1,0
5,28,24.88,396,207.08,36.92,595,667,306.7,334.2,347,361.3,1,1,0
5,30,24.79,355,203.67,40.33,577,515,318.7,309.2,310,307.3,1,1,0
6,3,24.9,543,207.8,36.2,543,154,303.7,295.2,297,282.3,1,1,0
6,3,24.9,344,207.8,36.2,543,207,308.7,301.2,301,281.3,1,1,0
7,4,25.02,1210,212.14,31.86,808,188,352.7,341.2,342,322.3,1,1,0
7,8,24.96,791,209.96,34.04,691,156,314.7,303.2,304,290.3,1,1,0
7,8,24.96,741,209.96,34.04,741,199,315.7,304.2,305,289.3,1,1,0
8,18,24.84,65,205.65,38.35,164,186,276.7,273.2,275,264.3,1,1,0
8,21,24.84,674,205.65,38.35,340,235,323.7,320.2,321,309.3,1,1,0
8,21,24.82,519,204.87,39.13,519,195,318.7,313.2,314,298.3,1,1,0
8,21,24.8,303,204.07,39.93,525,154,313.7,307.2,309,291.3,1,1,0
8,21,24.79,525,203.67,40.33,525,241,338.7,319.2,318,298.3,1,1,0
8,24,24.67,351,198.92,45.08,134,269,364.7,361.2,365,354.3,1,1,0
8,24,24.73,249,201.28,42.72,139,325,316.7,310.2,311,296.3,1,1,0
8,31,24.68,706,199.31,44.69,815,129,347.7,333.2,334,314.3,1,1,0
8,31,24.65,385,198.13,45.87,819,161,350.7,336.2,337,317.3,1,1,0
8,31,24.62,661,196.96,47.04,769,361,358.7,345.2,346,319.3,1,1,0
9,6,24.85,502,206.01,37.99,700,190,343.7,333.2,334,317.3,1,1,0
9,7,24.79,344,203.67,40.33,344,677,309.7,303.2,306,292.3,1,1,0
9,7,24.79,208,203.67,40.33,208,277,377.7,371.2,372,353.3,1,1,0
9,7,24.81,590,204.47,39.53,368,231,364.7,356.2,357,336.3,1,1,0
9,7,24.81,481,204.47,39.53,370,191,350.7,343.2,344,322.3,1,1,0
9,21,24.97,265,210.32,33.68,366,726,300.7,295.2,297,282.3,1,1,0
9,21,24.98,469,210.68,33.32,368,657,303.7,311.2,324,343.3,1,1,0
9,22,24.87,689,206.73,37.27,590,157,364.7,356.2,356,336.3,1,1,0
9,29,24.84,342,205.65,38.35,342,242,289.7,284.2,286,272.3,1,1,0
10,1,24.97,38,210.32,33.68,340,341,289.7,268.2,273,260.3,1,1,0
10,19,24.95,171,209.6,34.4,171,,295.7,286.2,291,277.3,1,1,0
5,1,24.93,410,208.88,35.12,310,332,388.7,378.2,380,360.3,0,1,0
5,4,24.88,251,207.08,36.92,152,441,282.7,277.2,279,266.3,0,1,0
5,4,24.92,280,208.52,35.48,380,324,296.7,286.2,288,269.3,0,1,0
5,4,24.92,380,208.52,35.48,380,303,285.7,284.2,287,274.3,0,1,0
5,4,24.82,0,204.87,39.13,398,306,291.7,284.2,286,271.3,0,1,0
5,4,24.81,0,204.47,39.53,398,333,292.7,284.2,286,271.3,0,1,0
5,4,24.82,371,204.87,39.13,260,411,295.7,287.2,289,272.3,0,1,0
5,4,24.81,147,204.47,39.53,258,435,295.7,288.2,289,273.3,0,1,0
5,15,24.88,382,207.08,36.92,382,130,298.7,295.2,297,285.3,0,1,0
5,15,24.88,382,207.08,36.92,382,188,301.7,294.2,296,281.3,0,1,0
5,15,24.87,283,206.73,37.27,382,248,301.7,292.2,294,281.3,0,1,0
5,15,24.87,179,206.73,37.27,179,,299.7,292.2,294,280.3,0,1,0
5,15,24.87,165,206.73,37.27,165,517,297.7,292.2,294,279.3,0,1,0
5,15,24.88,263,207.08,36.92,164,461,297.7,291.2,293,292.3,0,1,0
5,15,24.89,263,207.44,36.56,164,383,296.7,301.2,307,298.3,0,1,0
5,15,24.9,363,207.8,36.2,164,353,313.7,306.2,310,288.3,0,1,0
5,16,24.92,535,208.52,35.48,336,213,298.7,294.2,298,292.3,0,1,0
5,16,24.9,388,207.8,36.2,388,83,293.7,288.2,291,279.3,0,1,0
5,16,24.92,388,208.52,35.48,388,239,294.7,288.2,290,274.3,0,1,0
5,16,24.92,388,208.52,35.48,388,323,295.7,287.2,289,275.3,0,1,0
5,16,24.92,388,208.52,35.48,388,607,296.7,289.2,290,276.3,0,1,0
5,16,24.92,388,208.52,35.48,388,623,297.7,289.2,290,276.3,0,1,0
5,16,24.92,388,208.52,35.48,388,636,298.7,289.2,291,276.3,0,1,0
5,16,24.9,190,207.8,36.2,389,641,294.7,290.2,292,278.3,0,1,0
5,16,24.9,389,207.8,36.2,389,599,294.7,290.2,292,306.3,0,1,0
5,16,24.9,389,207.8,36.2,389,539,300.7,313.2,322,322.3,0,1,0
5,16,24.9,389,207.8,36.2,389,508,328.7,324.2,332,328.3,0,1,0
5,16,24.9,389,207.8,36.2,389,494,344.7,328.2,337,330.3,0,1,0
5,16,24.92,581,208.52,35.48,382,461,362.7,354.2,352,332.3,0,1,0
5,16,24.95,480,209.6,34.4,380,180,333.7,328.2,329,312.3,0,1,0
5,16,24.95,380,209.6,34.4,380,208,332.7,326.2,328,311.3,0,1,0
5,16,24.95,387,209.6,34.4,387,226,331.7,325.2,327,310.3,0,1,0
5,16,24.96,480,209.96,34.04,380,248,330.7,325.2,326,309.3,0,1,0
5,16,24.96,487,209.96,34.04,387,285,329.7,324.2,325,309.3,0,1,0
5,16,24.96,487,209.96,34.04,387,308,329.7,323.2,325,308.3,0,1,0
5,16,25.02,587,212.14,31.86,386,542,329.7,322.2,324,307.3,0,1,0
5,17,25.31,1143,222.82,21.18,1454,416,374.7,363.2,359,323.3,0,1,0
5,17,25.32,1345,223.2,20.8,1449,374,393.7,371.2,365,311.3,0,1,0
5,18,25.04,959,212.86,31.14,1060,601,335.7,329.2,330,313.3,0,1,0
5,21,25.04,452,212.86,31.14,452,428,291.7,286.2,288,273.3,0,1,0
5,21,25.03,350,212.5,31.5,451,256,292.7,286.2,288,272.3,0,1,0
5,21,25.03,451,212.5,31.5,451,134,294.7,287.2,288,274.3,0,1,0
5,25,24.95,438,209.6,34.4,338,504,329.7,319.2,330,327.3,0,1,0
5,25,24.95,438,209.6,34.4,338,451,356.7,351.2,350,330.3,0,1,0
5,25,24.95,338,209.6,34.4,338,354,378.7,365.2,361,316.3,0,1,0
5,27,24.9,396,207.8,36.2,296,606,387.7,386.2,385,392.3,0,1,0
5,27,24.91,396,208.16,35.84,296,506,454.7,445.2,444,402.3,0,1,0
5,27,24.92,495,208.52,35.48,296,485,464.7,452.2,447,403.3,0,1,0
5,27,24.92,495,208.52,35.48,296,466,470.7,455.2,450,400.3,0,1,0
5,27,24.93,296,208.88,35.12,296,332,417.7,408.2,410,384.3,0,1,0
5,28,24.9,236,207.8,36.2,435,477,315.7,309.2,310,294.3,0,1,0
5,28,24.9,236,207.8,36.2,435,575,311.7,307.2,308,293.3,0,1,0
5,28,24.9,435,207.8,36.2,435,609,311.7,306.2,308,292.3,0,1,0
5,29,24.95,677,209.6,34.4,477,171,361.7,354.2,356,338.3,0,1,0
5,29,24.95,477,209.6,34.4,477,160,345.7,339.2,340,322.3,0,1,0
5,31,24.79,579,203.67,40.33,579,267,349.7,337.2,339,321.3,0,1,0
5,31,24.79,579,203.67,40.33,579,243,341.7,335.2,338,324.3,0,1,0
5,31,24.8,799,204.07,39.93,577,221,341.7,333.2,337,323.3,0,1,0
6,1,24.93,540,208.88,35.12,540,132,300.7,294.2,294,275.3,0,1,0
6,1,24.9,247,207.8,36.2,546,305,300.7,293.2,294,280.3,0,1,0
6,1,24.89,446,207.44,36.56,546,469,300.7,293.2,295,281.3,0,1,0
6,3,24.87,417,206.73,37.27,417,413,296.7,291.2,295,284.3,0,1,0
6,3,24.9,543,207.8,36.2,543,146,303.7,295.2,297,282.3,0,1,0
6,3,24.92,742,208.52,35.48,543,148,305.7,295.2,297,281.3,0,1,0
6,3,24.9,543,207.8,36.2,543,175,307.7,297.2,298,281.3,0,1,0
6,3,24.9,543,207.8,36.2,543,385,311.7,301.2,303,287.3,0,1,0
6,11,24.79,0,203.67,40.33,210,116,312.7,304.2,306,291.3,0,1,0
6,11,24.8,97,204.07,39.93,208,247,301.7,295.2,296,283.3,0,1,0
6,11,24.79,97,203.67,40.33,208,352,299.7,294.2,296,279.3,0,1,0
6,15,24.75,647,202.08,41.92,427,596,295.7,289.2,290,304.3,0,1,0
6,15,24.75,434,202.08,41.92,434,519,312.7,317.2,325,325.3,0,1,0
6,15,24.75,427,202.08,41.92,427,455,356.7,351.2,350,328.3,0,1,0
6,18,24.88,369,207.08,36.92,270,107,283.7,278.2,280,265.3,0,1,0
6,18,24.88,352,207.44,36.56,352,431,281.7,275.2,277,262.3,0,1,0
6,18,24.9,452,207.8,36.2,352,502,281.7,275.2,277,262.3,0,1,0
6,18,24.93,452,208.88,35.12,352,583,283.7,275.2,277,262.3,0,1,0
6,18,24.93,435,208.88,35.12,435,565,283.7,275.2,277,263.3,0,1,0
6,22,25.1,429,215.05,28.95,429,583,298.7,292.2,295,277.3,0,1,0
6,24,24.89,525,207.44,36.56,525,608,313.7,305.2,307,289.3,0,1,0
6,24,24.89,525,207.44,36.56,525,609,312.7,305.2,306,289.3,0,1,0
6,26,24.87,340,206.73,37.27,340,576,299.7,292.2,294,280.3,0,1,0
6,26,24.86,241,206.37,37.63,340,742,294.7,287.2,289,276.3,0,1,0
6,28,24.97,81,210.32,33.68,182,440,293.7,291.2,293,278.3,0,1,0
6,28,24.97,81,210.32,33.68,182,525,292.7,289.2,291,277.3,0,1,0
6,28,24.97,182,210.32,33.68,182,696,290.7,285.2,287,273.3,0,1,0
6,28,25.05,421,213.23,30.77,320,560,305.7,299.2,300,286.3,0,1,0
6,29,25.06,381,213.59,30.41,280,319,364.7,354.2,357,339.3,0,1,0
